63.727968 , 13.351644 
62.764243 , 13.128676 
57.950773 , 12.780834 
51.349440 , 12.107968 
37.984273 , 10.260760 
32.512841 , 9.650295 
37.621819 , 10.374112 
45.447191 , 11.141900 
58.977410 , 12.841549 
62.530065 , 13.184135 
53.857020 , 12.384994 
38.724239 , 10.597442 
47.504386 , 11.646666 
53.834315 , 12.491709 
52.074774 , 12.350042 
49.379339 , 11.923181 
70.201083 , 13.970292 
63.815917 , 13.468892 
49.501326 , 11.726500 
52.028641 , 11.973249 
53.471810 , 12.245653 
41.457286 , 10.812691 
39.183114 , 10.366797 
47.163278 , 11.335470 
58.721899 , 12.736471 
58.087370 , 12.922846 
56.932122 , 12.938369 
45.188248 , 11.282625 
52.101629 , 12.276742 
39.705785 , 10.584741 
60.358599 , 12.855425 
63.025681 , 13.499038 
59.477086 , 13.144983 
51.204330 , 12.027469 
40.153975 , 10.499943 
35.856741 , 10.029793 
46.480166 , 11.364516 
63.306295 , 13.505520 
40.045876 , 10.555639 
49.894320 , 11.789321 
56.812465 , 12.847418 
34.085248 , 9.923412 
36.107467 , 10.264497 
38.947691 , 10.403977 
60.091380 , 12.904696 
42.026306 , 10.834375 
36.114883 , 9.942878 
43.941453 , 10.896260 
63.206747 , 13.374523 
48.679054 , 11.483323 
49.301272 , 11.829612 
40.789603 , 10.701917 
50.337266 , 11.736258 
35.386342 , 9.664163 
35.322131 , 9.906022 
32.964768 , 9.565583 
34.606850 , 9.787429 
34.467535 , 9.944358 
37.099428 , 10.030861 
29.168570 , 9.135874 
62.473575 , 13.156652 
62.432036 , 12.987094 
56.636241 , 12.534820 
50.224983 , 11.618419 
37.171945 , 10.323390 
33.406199 , 9.688633 
38.884903 , 10.053307 
46.547343 , 11.565099 
58.384213 , 12.655884 
59.368492 , 12.899379 
49.207118 , 11.855534 
36.967676 , 10.107389 
48.958742 , 11.575521 
54.270612 , 12.382688 
51.152591 , 11.583531 
51.730664 , 11.788274 
68.432253 , 13.720166 
60.176110 , 12.769031 
48.129906 , 11.559951 
54.686209 , 12.262497 
51.584014 , 12.046630 
38.161554 , 10.150060 
38.753980 , 10.354748 
48.088385 , 11.393559 
57.279249 , 12.528459 
58.707726 , 12.588544 
56.027925 , 12.646268 
45.775482 , 11.399371 
52.041802 , 12.072042 
38.804762 , 10.241164 
59.575298 , 12.612953 
62.896792 , 13.382002 
57.177484 , 12.512703 
47.684855 , 11.478307 
42.828982 , 10.819218 
35.802650 , 10.244953 
47.492825 , 11.570644 
61.524729 , 13.186797 
40.220584 , 10.507063 
48.851589 , 11.718447 
52.888067 , 12.199677 
33.833624 , 9.817119 
37.156760 , 10.125683 
41.263295 , 10.612342 
56.893606 , 12.489263 
42.210970 , 10.696691 
36.551694 , 9.781571 
44.003451 , 10.844095 
63.576978 , 13.242584 
45.625088 , 11.191537 
45.957628 , 11.285630 
40.412116 , 10.592442 
51.048770 , 11.994784 
33.709866 , 9.634395 
35.159373 , 9.819593 
33.041509 , 9.636931 
