7.949405 , 0.571064 
7.872288 , 0.575306 
7.701928 , 0.578746 
7.123050 , 0.589255 
6.049346 , 0.582729 
5.655346 , 0.579875 
6.105267 , 0.575129 
6.534394 , 0.572197 
7.492120 , 0.574402 
7.929545 , 0.573254 
7.239347 , 0.576886 
6.299118 , 0.576527 
6.721768 , 0.573254 
7.308131 , 0.576703 
7.287021 , 0.581512 
6.898863 , 0.585898 
8.410678 , 0.572148 
8.097136 , 0.589334 
7.216130 , 0.577935 
6.820608 , 0.580669 
7.242837 , 0.569086 
6.259011 , 0.583663 
6.137951 , 0.593113 
6.834556 , 0.570167 
7.621980 , 0.581721 
7.603910 , 0.587834 
7.477610 , 0.575120 
6.564500 , 0.570776 
7.073290 , 0.578332 
6.317899 , 0.586552 
7.826105 , 0.588211 
7.997575 , 0.576555 
7.872985 , 0.574014 
7.395992 , 0.586831 
6.276624 , 0.582163 
6.233617 , 0.581723 
6.698476 , 0.581166 
7.950869 , 0.570301 
6.422473 , 0.596038 
6.971538 , 0.578599 
7.600305 , 0.595631 
5.940190 , 0.576766 
5.988397 , 0.565915 
6.120045 , 0.585675 
7.879217 , 0.577284 
6.439889 , 0.570913 
6.235056 , 0.579186 
6.733648 , 0.575849 
7.679254 , 0.578846 
6.665401 , 0.580432 
7.120484 , 0.580860 
6.266538 , 0.569062 
7.207570 , 0.585315 
6.145345 , 0.575246 
6.063239 , 0.583391 
5.532007 , 0.557220 
5.554203 , 0.584306 
5.570148 , 0.578741 
6.002787 , 0.586414 
4.804208 , 0.582770 
5.340084 , 0.573179 
5.438100 , 0.631521 
8.064651 , 0.529569 
8.077760 , 0.525526 
7.799703 , 0.523820 
7.540906 , 0.523894 
5.810666 , 0.518884 
5.691545 , 0.532776 
6.219027 , 0.530373 
6.577101 , 0.533992 
7.658567 , 0.524571 
7.838026 , 0.531960 
7.324050 , 0.524030 
6.444825 , 0.530861 
6.594654 , 0.533970 
7.318707 , 0.520296 
7.313812 , 0.529828 
6.920656 , 0.523782 
8.740519 , 0.537829 
8.627006 , 0.536952 
7.632411 , 0.529835 
6.273016 , 0.532128 
7.127336 , 0.530572 
6.283785 , 0.540088 
6.047905 , 0.527312 
7.003939 , 0.532215 
7.414414 , 0.527197 
7.439363 , 0.524551 
7.276214 , 0.530632 
6.794015 , 0.529490 
