64.174715 , 11.530827 
62.715308 , 11.379132 
58.443291 , 10.793001 
51.297534 , 9.963157 
37.792231 , 8.638768 
32.235833 , 7.783254 
37.482447 , 8.661633 
45.117678 , 9.511631 
58.503879 , 10.630706 
62.434501 , 11.000608 
53.445272 , 10.147867 
38.777145 , 8.936849 
47.019922 , 9.652005 
53.693600 , 10.169735 
51.807820 , 10.188284 
49.690868 , 10.017999 
69.817492 , 11.696564 
63.462551 , 11.275146 
49.500480 , 9.757966 
51.932206 , 9.998000 
53.352010 , 10.220295 
40.957035 , 8.929944 
39.100379 , 8.640156 
46.906260 , 9.494913 
57.944982 , 10.562698 
57.668691 , 10.555982 
56.947375 , 10.479368 
44.892645 , 9.276379 
51.538676 , 9.876712 
39.757700 , 8.759152 
60.295038 , 10.962016 
62.609722 , 11.098898 
59.548588 , 10.995265 
50.793255 , 9.877780 
40.004506 , 8.716562 
35.797601 , 8.505436 
46.013287 , 9.375005 
62.759676 , 11.101060 
40.133781 , 8.817765 
49.430891 , 9.964772 
56.461226 , 10.469726 
33.616356 , 7.958743 
35.842590 , 8.402354 
38.817109 , 8.803556 
59.906501 , 10.900922 
41.839357 , 9.102850 
35.936334 , 8.508111 
43.854173 , 9.306088 
62.978543 , 11.066342 
48.425860 , 9.570321 
49.218761 , 10.050974 
40.441057 , 8.886879 
50.058856 , 9.782093 
35.203645 , 8.085380 
35.238579 , 8.238695 
32.955792 , 7.957715 
34.427163 , 8.048824 
34.444086 , 8.065681 
37.229618 , 8.376889 
28.852013 , 7.517501 
29.734058 , 7.616888 
29.985115 , 8.192063 
64.495377 , 11.843674 
62.017215 , 11.478197 
57.116397 , 10.904882 
49.791227 , 10.333461 
36.375992 , 8.584928 
32.612383 , 8.285074 
37.556274 , 8.922834 
45.755452 , 9.862277 
57.742244 , 11.034121 
59.009341 , 11.433378 
48.668182 , 10.158098 
35.856169 , 8.781272 
46.956474 , 10.043945 
53.331137 , 10.539116 
50.285138 , 10.371942 
50.888452 , 10.417540 
66.710744 , 11.945183 
